Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Zubat,Common,50,16,None,Poke Ball,Escaped
Gible,Rare,70,43,None,Great Ball,Escaped
Pidgey,Common,68,14,Paralyze,Great Ball,Caught
Sentret,Common,11,16,None,Ultra Ball,Caught
Arceus,Legendary,5,66,None,Great Ball,Escaped
Poliwag,Common,52,64,None,Great Ball,Escaped
Beldum,Rare,72,40,Sleep,Ultra Ball,Caught
Weedle,Common,51,51,None,Great Ball,Escaped
Zubat,Common,40,13,Paralyze,Ultra Ball,Caught
Articuno,Legendary,66,65,Sleep,Great Ball,Escaped
Gible,Rare,89,31,None,Ultra Ball,Escaped
Geodude,Common,70,50,None,Ultra Ball,Caught
Bagon,Rare,53,50,Sleep,Poke Ball,Escaped
Pidgey,Common,12,92,None,Poke Ball,Escaped
Pidgey,Common,64,82,Paralyze,Great Ball,Escaped
Poliwag,Common,46,3,None,Poke Ball,Escaped
Geodude,Common,62,82,None,Great Ball,Escaped
Geodude,Common,66,99,Sleep,Great Ball,Escaped
Larvitar,Rare,96,95,None,Ultra Ball,Escaped
Rattata,Common,38,74,Sleep,Poke Ball,Escaped
Pidgey,Common,47,62,Paralyze,Poke Ball,Escaped
Pidgey,Common,92,80,None,Ultra Ball,Escaped
Zigzagoon,Common,5,86,Poison,Poke Ball,Escaped
Chansey,Rare,56,61,None,Great Ball,Escaped
Aerodactyl,Rare,72,49,None,Great Ball,Escaped
Aerodactyl,Rare,12,94,None,Ultra Ball,Escaped
Sentret,Common,20,25,None,Great Ball,Escaped
Arcanine,Rare,49,14,Paralyze,Great Ball,Caught
Ho-Oh,Legendary,58,7,Paralyze,Great Ball,Escaped
Bidoof,Common,69,88,None,Great Ball,Escaped
Dialga,Legendary,30,83,Sleep,Great Ball,Escaped
Mewtwo,Legendary,49,55,None,Poke Ball,Escaped
Poliwag,Common,46,74,None,Great Ball,Escaped
Scyther,Rare,31,90,None,Poke Ball,Escaped
Poliwag,Common,69,39,None,Great Ball,Escaped
Sentret,Common,30,32,Paralyze,Great Ball,Caught
Sentret,Common,91,48,None,Poke Ball,Escaped
Magikarp,Common,63,11,None,Great Ball,Escaped
Sentret,Common,41,34,None,Great Ball,Escaped
Geodude,Common,34,6,None,Ultra Ball,Caught
Beldum,Rare,58,9,None,Great Ball,Escaped
Sentret,Common,53,69,Poison,Great Ball,Escaped
Rattata,Common,26,30,None,Great Ball,Escaped
Arcanine,Rare,37,23,None,Great Ball,Escaped
Zubat,Common,51,72,Paralyze,Ultra Ball,Caught
Pidgey,Common,27,40,None,Great Ball,Caught
Aerodactyl,Rare,41,92,Sleep,Poke Ball,Escaped
Geodude,Common,70,5,Sleep,Ultra Ball,Caught
Oddish,Common,68,81,None,Poke Ball,Escaped
Chansey,Rare,28,68,Sleep,Ultra Ball,Caught
Gible,Rare,60,27,Sleep,Great Ball,Escaped
Bidoof,Common,54,99,Paralyze,Great Ball,Escaped
Magikarp,Common,72,35,Paralyze,Great Ball,Caught
Chansey,Rare,94,62,None,Ultra Ball,Escaped
Beldum,Rare,44,60,None,Poke Ball,Escaped
Magikarp,Common,19,59,None,Poke Ball,Escaped
Sentret,Common,30,40,Poison,Great Ball,Caught
Gyarados,Rare,50,16,Sleep,Poke Ball,Escaped
Arcanine,Rare,62,31,Paralyze,Great Ball,Caught
Oddish,Common,91,77,None,Poke Ball,Escaped
Sentret,Common,76,87,None,Great Ball,Escaped
Magikarp,Common,47,10,Sleep,Poke Ball,Caught
Weedle,Common,45,95,None,Great Ball,Escaped
Zigzagoon,Common,9,30,None,Great Ball,Caught
Gyarados,Rare,94,75,Paralyze,Great Ball,Escaped
Pidgey,Common,68,45,None,Great Ball,Escaped
Beldum,Rare,4,2,None,Poke Ball,Escaped
Rattata,Common,66,1,None,Great Ball,Caught
Lapras,Rare,34,58,None,Great Ball,Escaped
Gible,Rare,8,54,Paralyze,Poke Ball,Escaped
Lugia,Legendary,32,71,None,Poke Ball,Escaped
Zigzagoon,Common,47,66,None,Ultra Ball,Escaped
Lugia,Legendary,47,5,Sleep,Poke Ball,Escaped
Pidgey,Common,69,100,None,Ultra Ball,Escaped
Lapras,Rare,39,77,None,Poke Ball,Escaped
Zigzagoon,Common,50,4,None,Great Ball,Escaped
Bidoof,Common,90,4,None,Great Ball,Escaped
Scyther,Rare,55,13,None,Poke Ball,Escaped
Ho-Oh,Legendary,34,53,Poison,Poke Ball,Escaped
Rattata,Common,22,71,None,Ultra Ball,Escaped
Groudon,Legendary,8,55,None,Poke Ball,Escaped
Rattata,Common,40,47,None,Poke Ball,Escaped
Dratini,Rare,29,30,Sleep,Ultra Ball,Caught
Palkia,Legendary,96,8,None,Poke Ball,Escaped
Snorlax,Rare,60,32,None,Ultra Ball,Escaped
Dialga,Legendary,35,81,None,Great Ball,Escaped
Bidoof,Common,1,58,Poison,Poke Ball,Escaped
Lugia,Legendary,23,30,Paralyze,Great Ball,Escaped
Zigzagoon,Common,62,13,None,Poke Ball,Escaped
Magikarp,Common,41,4,None,Ultra Ball,Caught
Zubat,Common,76,7,None,Great Ball,Escaped
Zubat,Common,92,25,Paralyze,Ultra Ball,Caught
Oddish,Common,48,44,None,Poke Ball,Escaped
Gible,Rare,90,89,Sleep,Ultra Ball,Escaped
Caterpie,Common,25,91,None,Poke Ball,Escaped
Weedle,Common,69,86,None,Poke Ball,Escaped
Sentret,Common,61,85,Sleep,Poke Ball,Escaped
Groudon,Legendary,31,43,Poison,Great Ball,Escaped
Lapras,Rare,1,76,Poison,Great Ball,Escaped
Zubat,Common,21,95,None,Ultra Ball,Escaped
Larvitar,Rare,28,71,Poison,Great Ball,Escaped
Zigzagoon,Common,36,37,None,Poke Ball,Escaped
Aerodactyl,Rare,8,58,Poison,Ultra Ball,Caught
Geodude,Common,75,75,None,Ultra Ball,Escaped
Rayquaza,Legendary,41,54,Sleep,Poke Ball,Escaped
Palkia,Legendary,36,79,None,Great Ball,Escaped
Rattata,Common,2,59,None,Ultra Ball,Caught
Poliwag,Common,58,33,None,Great Ball,Escaped
Rattata,Common,53,95,Paralyze,Great Ball,Escaped
Oddish,Common,93,7,None,Ultra Ball,Caught
Dratini,Rare,21,67,None,Ultra Ball,Escaped
Arcanine,Rare,55,49,Sleep,Poke Ball,Escaped
Lapras,Rare,70,11,None,Ultra Ball,Escaped
Weedle,Common,36,17,None,Ultra Ball,Caught
Arcanine,Rare,53,46,None,Poke Ball,Escaped
Zigzagoon,Common,58,98,None,Poke Ball,Escaped
Chansey,Rare,36,16,Poison,Ultra Ball,Escaped
Caterpie,Common,86,26,Sleep,Ultra Ball,Caught
Oddish,Common,26,25,Sleep,Ultra Ball,Caught
Weedle,Common,5,28,None,Poke Ball,Escaped
Articuno,Legendary,14,15,None,Poke Ball,Escaped
Zubat,Common,66,83,None,Poke Ball,Escaped
Snorlax,Rare,86,50,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,84,7,None,Great Ball,Caught
Bidoof,Common,2,100,None,Poke Ball,Escaped
Larvitar,Rare,16,86,None,Ultra Ball,Escaped
Poliwag,Common,6,81,None,Great Ball,Escaped
Rattata,Common,14,32,Sleep,Poke Ball,Caught
Magikarp,Common,45,10,None,Poke Ball,Escaped
Rattata,Common,66,9,Paralyze,Ultra Ball,Caught
Pidgey,Common,93,43,Paralyze,Ultra Ball,Caught
Weedle,Common,15,61,Sleep,Great Ball,Escaped
Dratini,Rare,43,80,Paralyze,Great Ball,Escaped
Zigzagoon,Common,39,68,Sleep,Great Ball,Escaped
Gible,Rare,49,26,Paralyze,Ultra Ball,Caught
Scyther,Rare,58,12,Poison,Ultra Ball,Caught
Sentret,Common,73,39,None,Great Ball,Escaped
Zigzagoon,Common,6,49,None,Poke Ball,Escaped
Sentret,Common,84,37,Paralyze,Great Ball,Escaped
Pidgey,Common,95,61,None,Poke Ball,Escaped
Gyarados,Rare,42,58,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,65,49,None,Ultra Ball,Caught
Dratini,Rare,98,19,None,Great Ball,Escaped
Pidgey,Common,27,7,None,Poke Ball,Caught
Magikarp,Common,48,62,Paralyze,Poke Ball,Escaped
Magikarp,Common,47,10,None,Great Ball,Caught
Larvitar,Rare,66,16,None,Great Ball,Escaped
Pidgey,Common,59,74,Sleep,Poke Ball,Escaped
Sentret,Common,38,38,None,Ultra Ball,Caught
Magikarp,Common,37,85,Poison,Great Ball,Escaped
Lugia,Legendary,60,69,Poison,Poke Ball,Escaped
Weedle,Common,42,62,None,Great Ball,Escaped
Bidoof,Common,65,54,None,Ultra Ball,Escaped
Rattata,Common,90,58,Sleep,Poke Ball,Escaped
Gyarados,Rare,73,11,None,Ultra Ball,Escaped
Sentret,Common,67,56,None,Poke Ball,Escaped
Rattata,Common,96,4,None,Ultra Ball,Caught
Bidoof,Common,70,63,None,Poke Ball,Escaped
Beldum,Rare,87,84,None,Poke Ball,Escaped
Gyarados,Rare,38,17,Poison,Poke Ball,Escaped
Chansey,Rare,20,96,None,Poke Ball,Escaped
Articuno,Legendary,59,43,None,Ultra Ball,Escaped
Aerodactyl,Rare,64,12,Poison,Ultra Ball,Escaped
Gible,Rare,18,72,None,Ultra Ball,Escaped
Rattata,Common,83,3,None,Poke Ball,Escaped
Pidgey,Common,96,62,Poison,Poke Ball,Escaped
Ho-Oh,Legendary,77,42,Sleep,Poke Ball,Escaped
Rattata,Common,98,89,None,Great Ball,Escaped
Bidoof,Common,21,6,Paralyze,Poke Ball,Caught
Pidgey,Common,13,28,None,Ultra Ball,Caught
Caterpie,Common,64,50,None,Ultra Ball,Escaped
Magikarp,Common,39,42,Sleep,Ultra Ball,Caught
Zapdos,Legendary,5,68,Paralyze,Poke Ball,Escaped
Bagon,Rare,22,99,Poison,Poke Ball,Escaped
Pidgey,Common,3,66,Poison,Poke Ball,Escaped
Zubat,Common,48,34,None,Ultra Ball,Escaped
Arcanine,Rare,72,28,Sleep,Great Ball,Escaped
Caterpie,Common,86,55,Paralyze,Poke Ball,Escaped
Lapras,Rare,88,76,None,Great Ball,Escaped
Weedle,Common,38,60,None,Poke Ball,Escaped
Zigzagoon,Common,50,21,Paralyze,Poke Ball,Caught
Aerodactyl,Rare,41,47,None,Ultra Ball,Escaped
Bidoof,Common,88,24,Paralyze,Ultra Ball,Caught
Sentret,Common,91,71,None,Poke Ball,Escaped
Magikarp,Common,33,46,Sleep,Ultra Ball,Caught
Aerodactyl,Rare,31,59,Paralyze,Poke Ball,Escaped
Scyther,Rare,23,33,None,Poke Ball,Escaped
Geodude,Common,12,52,None,Poke Ball,Escaped
Larvitar,Rare,5,72,None,Poke Ball,Escaped
Oddish,Common,44,58,Paralyze,Great Ball,Escaped
Magikarp,Common,75,89,None,Great Ball,Escaped
Pidgey,Common,34,5,Paralyze,Great Ball,Caught
Rattata,Common,74,93,Paralyze,Ultra Ball,Caught
Pidgey,Common,40,19,None,Great Ball,Escaped
Giratina,Legendary,34,27,Paralyze,Great Ball,Escaped
Oddish,Common,86,7,Paralyze,Poke Ball,Caught
Dratini,Rare,54,25,Paralyze,Poke Ball,Escaped
Caterpie,Common,87,20,None,Ultra Ball,Caught
Rattata,Common,26,77,None,Poke Ball,Escaped
Ho-Oh,Legendary,26,67,Paralyze,Great Ball,Escaped
Dratini,Rare,41,19,None,Poke Ball,Escaped
Weedle,Common,92,38,Sleep,Ultra Ball,Caught
Beldum,Rare,35,61,Sleep,Poke Ball,Escaped
Magikarp,Common,78,91,None,Poke Ball,Escaped
Bidoof,Common,15,42,Paralyze,Great Ball,Caught
Larvitar,Rare,24,30,Sleep,Great Ball,Escaped
Caterpie,Common,64,24,None,Ultra Ball,Escaped
Magikarp,Common,87,84,Sleep,Ultra Ball,Escaped
Magikarp,Common,17,37,Sleep,Great Ball,Caught
Gible,Rare,48,59,None,Great Ball,Escaped
Zubat,Common,82,50,None,Great Ball,Escaped
Weedle,Common,33,73,Poison,Poke Ball,Escaped
Gyarados,Rare,18,58,Sleep,Great Ball,Escaped
Zubat,Common,37,3,None,Poke Ball,Caught
Zubat,Common,24,26,Paralyze,Ultra Ball,Caught
Giratina,Legendary,2,23,None,Great Ball,Escaped
Lapras,Rare,24,84,Poison,Ultra Ball,Escaped
Caterpie,Common,16,93,None,Ultra Ball,Caught
Rattata,Common,20,33,None,Poke Ball,Escaped
Lapras,Rare,54,83,None,Poke Ball,Escaped
Gible,Rare,82,95,None,Great Ball,Escaped
Aerodactyl,Rare,75,61,None,Great Ball,Escaped
Geodude,Common,9,71,Paralyze,Poke Ball,Escaped
Dialga,Legendary,31,82,Paralyze,Great Ball,Escaped
Larvitar,Rare,69,49,Poison,Poke Ball,Escaped
Dratini,Rare,74,9,None,Ultra Ball,Caught
Chansey,Rare,1,87,None,Ultra Ball,Escaped
Dratini,Rare,45,33,None,Ultra Ball,Escaped
Pidgey,Common,1,23,None,Great Ball,Escaped
Sentret,Common,59,85,Sleep,Ultra Ball,Caught
Mewtwo,Legendary,38,83,None,Ultra Ball,Escaped
Gyarados,Rare,79,11,Paralyze,Ultra Ball,Caught
Rattata,Common,23,36,None,Poke Ball,Escaped
Oddish,Common,51,42,None,Ultra Ball,Escaped
Gible,Rare,27,9,None,Ultra Ball,Escaped
Oddish,Common,82,96,None,Ultra Ball,Escaped
Bidoof,Common,39,62,None,Ultra Ball,Caught
Poliwag,Common,83,25,Paralyze,Ultra Ball,Caught
Geodude,Common,3,84,Sleep,Ultra Ball,Caught
Zigzagoon,Common,45,28,Poison,Poke Ball,Escaped
Bagon,Rare,79,7,Sleep,Ultra Ball,Caught
Weedle,Common,98,9,None,Great Ball,Escaped
Poliwag,Common,19,10,Paralyze,Great Ball,Caught
Caterpie,Common,50,22,None,Great Ball,Escaped
Poliwag,Common,86,71,Poison,Ultra Ball,Escaped
Rattata,Common,77,54,None,Ultra Ball,Escaped
Oddish,Common,62,21,None,Poke Ball,Escaped
Zigzagoon,Common,79,11,Sleep,Great Ball,Caught
Magikarp,Common,38,44,None,Poke Ball,Escaped
Magikarp,Common,9,93,None,Great Ball,Escaped
Lapras,Rare,61,91,Poison,Great Ball,Escaped
Sentret,Common,88,82,Paralyze,Great Ball,Escaped
Palkia,Legendary,87,24,Paralyze,Great Ball,Escaped
Scyther,Rare,84,58,Paralyze,Poke Ball,Escaped
Zubat,Common,54,99,Paralyze,Poke Ball,Escaped
Bidoof,Common,71,69,Paralyze,Great Ball,Escaped
Bagon,Rare,29,24,Sleep,Great Ball,Caught
Zigzagoon,Common,46,63,None,Ultra Ball,Caught
Giratina,Legendary,84,39,None,Poke Ball,Escaped
Zapdos,Legendary,91,24,None,Ultra Ball,Escaped
Beldum,Rare,1,76,Sleep,Poke Ball,Escaped
Articuno,Legendary,47,46,None,Poke Ball,Escaped
Sentret,Common,43,53,Poison,Ultra Ball,Caught
Oddish,Common,54,11,Poison,Poke Ball,Escaped
Oddish,Common,16,34,None,Great Ball,Escaped
Dratini,Rare,36,97,None,Ultra Ball,Escaped
Sentret,Common,4,75,None,Great Ball,Escaped
Zubat,Common,62,27,Poison,Ultra Ball,Caught
Magikarp,Common,79,60,Sleep,Great Ball,Escaped
Zigzagoon,Common,51,53,None,Ultra Ball,Escaped
Arceus,Legendary,72,94,None,Poke Ball,Escaped
Aerodactyl,Rare,17,19,None,Ultra Ball,Caught
Pidgey,Common,80,7,Poison,Great Ball,Caught
Magikarp,Common,96,53,Sleep,Ultra Ball,Caught
Scyther,Rare,27,24,Paralyze,Poke Ball,Escaped
Pidgey,Common,85,79,Poison,Great Ball,Escaped
Poliwag,Common,7,63,Sleep,Poke Ball,Caught
Sentret,Common,8,53,None,Poke Ball,Escaped
Palkia,Legendary,53,57,None,Great Ball,Escaped
Zapdos,Legendary,38,32,Sleep,Great Ball,Escaped
Pidgey,Common,25,12,Poison,Ultra Ball,Caught
Groudon,Legendary,77,95,None,Ultra Ball,Escaped
Beldum,Rare,16,96,Sleep,Poke Ball,Escaped
Magikarp,Common,7,33,Poison,Ultra Ball,Caught
Oddish,Common,47,48,None,Ultra Ball,Caught
Weedle,Common,41,88,None,Great Ball,Escaped
Aerodactyl,Rare,24,99,None,Ultra Ball,Escaped
Poliwag,Common,35,72,None,Ultra Ball,Caught
Caterpie,Common,45,77,Sleep,Great Ball,Escaped
Zigzagoon,Common,18,75,None,Ultra Ball,Escaped
Sentret,Common,61,73,None,Poke Ball,Escaped
Gyarados,Rare,67,96,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,99,15,Sleep,Great Ball,Caught
Ho-Oh,Legendary,64,7,Sleep,Poke Ball,Escaped
Weedle,Common,67,62,None,Great Ball,Escaped
Weedle,Common,34,21,Paralyze,Poke Ball,Caught
Larvitar,Rare,12,9,Poison,Ultra Ball,Caught
Pidgey,Common,44,21,None,Great Ball,Escaped
Bagon,Rare,100,8,None,Ultra Ball,Escaped
Weedle,Common,14,24,Sleep,Great Ball,Caught
Rattata,Common,25,10,None,Poke Ball,Escaped
Geodude,Common,20,95,Poison,Poke Ball,Escaped
Gyarados,Rare,35,38,None,Ultra Ball,Escaped
Zigzagoon,Common,85,78,None,Great Ball,Escaped
Kyogre,Legendary,41,64,None,Ultra Ball,Escaped
Snorlax,Rare,3,48,None,Great Ball,Escaped
Magikarp,Common,49,80,Sleep,Poke Ball,Escaped
Zigzagoon,Common,67,3,None,Poke Ball,Escaped
Bidoof,Common,24,30,None,Ultra Ball,Caught
Oddish,Common,74,11,None,Poke Ball,Escaped
Pidgey,Common,64,92,Poison,Poke Ball,Escaped
Scyther,Rare,18,76,None,Ultra Ball,Escaped
Zapdos,Legendary,74,34,Sleep,Great Ball,Escaped
Snorlax,Rare,70,46,Sleep,Poke Ball,Escaped
Arcanine,Rare,40,34,Poison,Poke Ball,Escaped
Caterpie,Common,24,21,None,Ultra Ball,Caught
Sentret,Common,76,80,None,Poke Ball,Escaped
Pidgey,Common,82,92,Sleep,Poke Ball,Escaped
Bidoof,Common,94,59,Paralyze,Ultra Ball,Escaped
Gyarados,Rare,97,67,Paralyze,Poke Ball,Escaped
Snorlax,Rare,86,82,Paralyze,Ultra Ball,Escaped
Rattata,Common,4,79,Sleep,Ultra Ball,Caught
Poliwag,Common,79,20,Sleep,Great Ball,Caught
Poliwag,Common,40,77,None,Poke Ball,Escaped
Pidgey,Common,74,75,Paralyze,Great Ball,Escaped
Larvitar,Rare,44,19,None,Great Ball,Escaped
Rattata,Common,85,40,None,Ultra Ball,Escaped
Zigzagoon,Common,65,13,None,Poke Ball,Escaped
Oddish,Common,92,1,Sleep,Great Ball,Caught
Geodude,Common,66,73,None,Great Ball,Escaped
Weedle,Common,9,83,Paralyze,Great Ball,Escaped
Bagon,Rare,19,50,Paralyze,Ultra Ball,Caught
Beldum,Rare,71,21,None,Ultra Ball,Escaped
Giratina,Legendary,36,86,Poison,Ultra Ball,Escaped
Geodude,Common,89,65,None,Poke Ball,Escaped
Rattata,Common,27,6,None,Ultra Ball,Caught
Oddish,Common,45,90,Sleep,Poke Ball,Escaped
Pidgey,Common,34,72,None,Ultra Ball,Escaped
Magikarp,Common,9,96,None,Great Ball,Escaped
Magikarp,Common,31,48,Sleep,Poke Ball,Caught
Geodude,Common,35,69,Poison,Ultra Ball,Escaped
Oddish,Common,40,87,None,Ultra Ball,Escaped
Dialga,Legendary,7,40,Paralyze,Great Ball,Escaped
Caterpie,Common,99,69,None,Poke Ball,Escaped
Sentret,Common,65,1,None,Poke Ball,Escaped
Zubat,Common,46,66,Paralyze,Poke Ball,Escaped
Bagon,Rare,50,35,Sleep,Ultra Ball,Escaped
Sentret,Common,1,77,None,Poke Ball,Escaped
Zubat,Common,13,56,Sleep,Great Ball,Caught
Weedle,Common,22,39,Paralyze,Poke Ball,Caught
Zubat,Common,69,2,None,Ultra Ball,Caught
Pidgey,Common,8,57,Sleep,Poke Ball,Escaped
Magikarp,Common,21,51,None,Poke Ball,Escaped
Chansey,Rare,42,11,Paralyze,Poke Ball,Caught
Sentret,Common,97,15,None,Poke Ball,Escaped
Rattata,Common,76,49,None,Great Ball,Escaped
Sentret,Common,72,98,Sleep,Great Ball,Caught
Scyther,Rare,45,49,Paralyze,Poke Ball,Escaped
Lapras,Rare,89,66,None,Ultra Ball,Escaped
Bagon,Rare,11,18,Paralyze,Great Ball,Caught
Snorlax,Rare,68,58,Paralyze,Great Ball,Escaped
Poliwag,Common,96,88,Paralyze,Ultra Ball,Caught
Caterpie,Common,85,18,Paralyze,Poke Ball,Caught
Lapras,Rare,9,61,Sleep,Poke Ball,Escaped
Larvitar,Rare,77,56,None,Great Ball,Escaped
Sentret,Common,44,86,None,Great Ball,Escaped
Zubat,Common,75,12,Poison,Great Ball,Caught
Poliwag,Common,23,76,Paralyze,Great Ball,Caught
Arcanine,Rare,71,3,None,Great Ball,Escaped
Zubat,Common,45,64,None,Great Ball,Escaped
Caterpie,Common,91,35,None,Ultra Ball,Escaped
Pidgey,Common,72,37,Poison,Ultra Ball,Caught
Beldum,Rare,63,5,Paralyze,Ultra Ball,Caught
Weedle,Common,19,78,Sleep,Ultra Ball,Caught
Lapras,Rare,20,50,None,Ultra Ball,Caught
Gyarados,Rare,81,89,None,Ultra Ball,Escaped
Snorlax,Rare,98,6,None,Great Ball,Escaped
Arcanine,Rare,80,92,Sleep,Ultra Ball,Escaped
Zigzagoon,Common,98,2,None,Ultra Ball,Escaped
Ho-Oh,Legendary,98,51,Sleep,Ultra Ball,Escaped
Zigzagoon,Common,69,24,Sleep,Ultra Ball,Caught
Groudon,Legendary,38,87,None,Great Ball,Escaped
Zigzagoon,Common,72,99,None,Poke Ball,Escaped
Oddish,Common,97,96,Sleep,Poke Ball,Escaped
Magikarp,Common,25,18,Paralyze,Poke Ball,Caught
Oddish,Common,38,56,Sleep,Ultra Ball,Caught
Pidgey,Common,28,57,Paralyze,Poke Ball,Caught
Caterpie,Common,58,99,None,Great Ball,Escaped
Lugia,Legendary,85,53,None,Poke Ball,Escaped
Weedle,Common,2,27,None,Poke Ball,Escaped
Groudon,Legendary,94,8,None,Ultra Ball,Escaped
Sentret,Common,73,38,None,Ultra Ball,Escaped
Bagon,Rare,85,21,None,Ultra Ball,Escaped
Giratina,Legendary,7,90,None,Ultra Ball,Escaped
Rattata,Common,31,80,Paralyze,Poke Ball,Escaped
Dratini,Rare,26,94,None,Great Ball,Escaped
Weedle,Common,54,4,Paralyze,Ultra Ball,Caught
Bagon,Rare,33,69,Sleep,Poke Ball,Escaped
Bidoof,Common,13,97,Paralyze,Ultra Ball,Caught
Gyarados,Rare,7,99,None,Great Ball,Escaped
Beldum,Rare,33,96,Paralyze,Ultra Ball,Caught
Zubat,Common,88,34,None,Poke Ball,Escaped
Bidoof,Common,73,33,Sleep,Great Ball,Escaped
Snorlax,Rare,75,64,Paralyze,Great Ball,Escaped
Sentret,Common,89,7,Poison,Poke Ball,Escaped
Scyther,Rare,23,10,None,Great Ball,Caught
Caterpie,Common,10,50,Sleep,Ultra Ball,Caught
Zigzagoon,Common,42,64,None,Ultra Ball,Escaped
Giratina,Legendary,33,21,Poison,Great Ball,Escaped
Weedle,Common,51,75,None,Poke Ball,Escaped
Gyarados,Rare,80,90,None,Great Ball,Escaped
Lapras,Rare,39,22,None,Poke Ball,Escaped
Aerodactyl,Rare,42,1,None,Poke Ball,Escaped
Oddish,Common,96,78,Poison,Great Ball,Escaped
Bidoof,Common,52,13,Paralyze,Great Ball,Caught
Pidgey,Common,18,77,None,Ultra Ball,Escaped
Gible,Rare,49,53,None,Great Ball,Escaped
Bagon,Rare,13,56,Poison,Ultra Ball,Escaped
Poliwag,Common,24,32,None,Great Ball,Escaped
Zubat,Common,82,60,Paralyze,Great Ball,Escaped
Gible,Rare,72,8,None,Great Ball,Escaped
Geodude,Common,49,24,None,Ultra Ball,Caught
Larvitar,Rare,13,79,Sleep,Poke Ball,Escaped
Caterpie,Common,97,62,None,Ultra Ball,Escaped
Caterpie,Common,14,73,Paralyze,Great Ball,Caught
Lapras,Rare,66,35,None,Ultra Ball,Escaped
Pidgey,Common,16,80,None,Poke Ball,Escaped
Snorlax,Rare,68,37,None,Great Ball,Escaped
Scyther,Rare,74,88,None,Ultra Ball,Escaped
Pidgey,Common,92,69,None,Ultra Ball,Escaped
Bidoof,Common,61,21,Poison,Poke Ball,Escaped
Snorlax,Rare,81,20,None,Ultra Ball,Caught
Gyarados,Rare,61,44,Paralyze,Ultra Ball,Caught
Dratini,Rare,51,32,None,Great Ball,Escaped
Larvitar,Rare,34,49,Poison,Poke Ball,Escaped
Sentret,Common,92,61,Paralyze,Great Ball,Escaped
Larvitar,Rare,93,2,Poison,Poke Ball,Escaped
Gible,Rare,27,8,None,Ultra Ball,Escaped
Aerodactyl,Rare,28,98,Paralyze,Poke Ball,Escaped
Articuno,Legendary,35,81,Poison,Poke Ball,Escaped
Oddish,Common,51,75,Poison,Great Ball,Escaped
Weedle,Common,92,82,Sleep,Poke Ball,Escaped
Chansey,Rare,84,28,None,Great Ball,Escaped
Geodude,Common,96,8,Poison,Great Ball,Escaped
Caterpie,Common,16,26,Sleep,Poke Ball,Escaped
Oddish,Common,42,63,None,Ultra Ball,Escaped
Lugia,Legendary,46,62,Paralyze,Poke Ball,Escaped
Poliwag,Common,81,96,Sleep,Poke Ball,Escaped
Caterpie,Common,36,98,Sleep,Ultra Ball,Caught
Dratini,Rare,79,16,Paralyze,Great Ball,Escaped
Bidoof,Common,60,37,Poison,Great Ball,Escaped
Zubat,Common,76,93,None,Great Ball,Escaped
Zubat,Common,76,87,Sleep,Great Ball,Escaped
Bagon,Rare,27,81,None,Poke Ball,Escaped
Sentret,Common,88,16,None,Great Ball,Escaped
Beldum,Rare,29,84,None,Great Ball,Escaped
Zigzagoon,Common,14,81,Poison,Poke Ball,Escaped
Poliwag,Common,29,12,Poison,Ultra Ball,Caught
Beldum,Rare,8,96,None,Great Ball,Escaped
Lapras,Rare,50,99,None,Ultra Ball,Escaped
Arcanine,Rare,86,93,Sleep,Ultra Ball,Escaped
Magikarp,Common,81,22,Paralyze,Poke Ball,Escaped
Poliwag,Common,93,91,Sleep,Poke Ball,Escaped
Magikarp,Common,60,76,None,Poke Ball,Escaped
Poliwag,Common,18,38,Sleep,Great Ball,Caught
Geodude,Common,91,47,Paralyze,Poke Ball,Escaped
Ho-Oh,Legendary,81,70,None,Poke Ball,Escaped
Lapras,Rare,49,86,None,Great Ball,Escaped
Gyarados,Rare,46,80,None,Ultra Ball,Escaped
Rattata,Common,56,69,Sleep,Great Ball,Escaped
Rattata,Common,52,49,None,Ultra Ball,Caught
Pidgey,Common,11,76,None,Great Ball,Escaped
Weedle,Common,87,93,Sleep,Great Ball,Escaped
Oddish,Common,32,16,None,Poke Ball,Caught
Palkia,Legendary,43,53,Poison,Poke Ball,Escaped
Poliwag,Common,20,97,Sleep,Poke Ball,Escaped
Arceus,Legendary,39,24,None,Poke Ball,Escaped
Rattata,Common,38,4,Paralyze,Poke Ball,Caught
Lugia,Legendary,56,53,Poison,Great Ball,Escaped
Rattata,Common,34,86,Poison,Ultra Ball,Escaped
Oddish,Common,39,4,None,Great Ball,Escaped
Giratina,Legendary,42,17,Poison,Great Ball,Escaped
Bidoof,Common,27,56,Poison,Poke Ball,Escaped
Palkia,Legendary,1,44,None,Great Ball,Escaped
Larvitar,Rare,59,89,None,Great Ball,Escaped
Sentret,Common,54,51,None,Poke Ball,Escaped
Sentret,Common,96,83,None,Poke Ball,Escaped
Geodude,Common,96,24,None,Poke Ball,Escaped
Lapras,Rare,73,44,None,Great Ball,Escaped
Rayquaza,Legendary,5,28,Poison,Poke Ball,Escaped
Gible,Rare,65,55,None,Poke Ball,Escaped
Groudon,Legendary,78,55,Sleep,Great Ball,Escaped
